0.5042016806722689	-160.7240966645078	28057.45660312424	18539.378993053542	-455525.3384038871	229406.78988464968	3.855253912994468e9	2.6636816015332975e9	1.0147307501883358e9
1.5126050420168067	-269.91231471486617	41104.28615456866	36586.94528392847	-1.1389624318848012e6	-3.506620964597419e6	1.055179832797005e10	8.402942836432846e9	3.083380047961302e9
2.5210084033613445	-253.4022523162496	55034.23992060325	40493.45645652756	-4.0006092083383277e6	-1.4113299091288034e7	1.8380740606277817e10	1.0948445973569935e10	4.6864106779855795e9
3.5294117647058827	-240.34274408445262	67577.09829162082	44601.19612055891	-5.78931032307336e6	-2.133027130503111e7	2.9405109789416298e10	1.3211837126337725e10	6.536867957230215e9
4.53781512605042	-236.98185196198443	78228.44982240282	49751.55623549969	-7.051624312697278e6	-2.732910801673467e7	4.0531208459230286e10	1.5302340670648432e10	8.46314939587389e9
5.546218487394958	-233.56756299610555	84989.00031699601	54208.65416255848	-7.788180684254054e6	-3.0340813270223267e7	4.686959005739406e10	1.6878210787723291e10	9.55504657852819e9
6.5546218487394965	-230.46841025511463	91177.89210196784	58612.44922315019	-8.639892576571012e6	-3.3362224447773017e7	5.4060927929330124e10	1.9697423631238117e10	1.1249676982999569e10
7.563025210084033	-225.70654021079196	95155.94910455219	61989.814792818084	-8.817786614004912e6	-3.387466260562931e7	5.592666114632958e10	2.064774704861453e10	1.163776595599939e10
8.571428571428571	-221.46301463001885	98865.3587934191	64893.25356947725	-8.961789213957092e6	-3.425760011242909e7	5.818827732702073e10	2.1823761014824142e10	1.2195929230606798e10
9.579831932773109	-216.061174816711	102912.95135959187	68072.8302153495	-9.253723938232193e6	-3.488655760158677e7	6.076031446290498e10	2.3668968402043957e10	1.3029717818771868e10
10.588235294117647	-210.61266838215963	105658.88196716836	70362.1648740616	-9.109933148495596e6	-3.4691643904777825e7	6.167837264127738e10	2.4183822485722874e10	1.3043727419680649e10
11.596638655462186	-205.11246022464866	108542.18023276818	72784.13481388566	-9.356270777480874e6	-3.476249566694489e7	6.286856665475095e10	2.5548333757979877e10	1.377684417190552e10
